"","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Complain","Country","YearAcquired","MonthAcquired","AcceptCombo"
"1742",1965,"Graduation","Single",59686,"None","One",78,89,15,89,34,42,5,1,4,1,6,4,"No","No","No","No","No","No","No","CA",2014,"Jan","No"
"1743",1950,"Graduation","Divorced",82460,"None","None",78,255,47,573,52,32,15,1,5,3,6,1,"No","No","No","No","No","No","No","SA",2013,"Dec","No"
"1744",1960,"PhD","Single",76045,"None","None",78,760,53,400,17,93,0,1,4,5,11,2,"No","No","No","Yes","No","No","No","SP",2013,"Nov","Yes"
"1745",1975,"Graduation","Divorced",83829,"None","None",78,897,161,430,186,161,27,0,4,7,6,1,"Yes","No","Yes","Yes","No","Yes","No","SP",2013,"Oct","Yes"
"1746",1975,"Graduation","Divorced",83829,"None","None",78,897,161,430,186,161,27,0,4,7,6,1,"Yes","No","Yes","Yes","No","Yes","No","SP",2013,"Oct","Yes"
"1747",1968,"Master","Together",32889,"One","One",78,28,0,13,4,2,8,3,2,1,3,5,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"1748",1979,"Master","Divorced",33462,"One","None",78,22,3,18,0,0,11,1,2,0,3,7,"No","No","No","No","No","No","No","SA",2013,"Aug","No"
"1749",1975,"Graduation","Divorced",36627,"Two","None",78,9,1,5,0,0,1,1,0,0,3,5,"No","No","No","No","No","No","No","SA",2013,"Jul","No"
"1750",1982,"Graduation","Married",28718,"One","None",78,12,4,6,11,8,16,2,2,0,3,8,"No","No","No","No","No","No","No","IND",2013,"Jul","No"
"1751",1972,"Graduation","Married",77981,"One","None",78,138,120,204,16,126,60,3,7,4,7,5,"No","No","No","No","No","No","No","SP",2013,"May","No"
"1752",1956,"Graduation","Single",60230,"None","One",78,520,20,367,39,81,40,2,6,3,6,5,"No","No","No","No","No","No","No","SP",2013,"May","No"
"1753",1969,"Graduation","Together",74918,"None","None",78,972,59,913,25,19,59,1,5,9,6,3,"No","No","Yes","No","No","No","No","SP",2013,"Mar","Yes"
"1754",1953,"Graduation","Single",40464,"None","One",78,424,17,118,7,23,41,6,8,2,8,8,"No","No","No","No","No","No","No","SP",2013,"Jan","No"
"1755",1956,"Master","Single",64857,"None","None",78,556,14,717,210,0,43,1,7,5,10,4,"No","No","No","No","No","No","No","SP",2012,"Nov","No"
"1756",1956,"Master","Single",64857,"None","None",78,556,14,717,210,0,43,1,7,5,10,4,"No","No","No","No","No","No","No","CA",2012,"Nov","No"
"1757",1960,"Graduation","Together",63381,"None","One",78,571,50,142,33,50,159,4,4,5,13,2,"No","No","No","No","No","No","No","SP",2012,"Oct","No"
"1758",1960,"Graduation","Together",63381,"None","One",78,571,50,142,33,50,159,4,4,5,13,2,"No","No","No","No","No","No","No","SP",2012,"Oct","No"
"1759",1982,"2n Cycle","Together",66664,"None","None",78,398,96,447,220,96,32,1,5,7,6,3,"No","No","No","No","No","No","No","SP",2012,"Sep","No"
"1760",1982,"2n Cycle","Together",66664,"None","None",78,398,96,447,220,96,32,1,5,7,6,3,"No","No","No","No","No","No","No","SA",2012,"Sep","No"
"1761",1966,"Graduation","Single",86358,"One","One",78,957,47,494,82,47,95,4,5,3,6,8,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"1762",1977,"Graduation","Married",41443,"One","None",79,171,7,171,25,19,89,6,8,1,5,8,"No","No","No","No","No","No","No","SA",2014,"Apr","No"
"1763",1961,"PhD","Married",57072,"None","One",79,944,0,60,0,0,30,2,7,5,13,5,"Yes","No","No","No","No","No","No","CA",2014,"Jan","No"
"1764",1967,"Graduation","Together",54178,"None","One",79,135,9,39,4,0,7,1,2,2,5,2,"No","No","No","No","No","No","No","GER",2014,"Jan","No"
"1765",1950,"PhD","Single",48767,"One","Two",79,28,1,21,3,0,10,3,2,1,3,5,"No","No","No","No","No","No","No","AUS",2014,"Jan","No"
"1766",1955,"Master","Single",51124,"One","One",79,26,1,11,0,1,4,2,1,0,3,3,"No","No","No","No","No","No","No","CA",2013,"Dec","No"
"1767",1970,"Graduation","Single",43020,"One","None",79,45,7,99,4,25,43,3,4,1,4,6,"No","No","No","No","No","No","No","US",2013,"Nov","No"
"1768",1963,"Graduation","Single",49980,"None","One",79,104,1,54,13,9,14,2,3,1,5,5,"No","No","No","No","No","No","No","IND",2013,"Oct","No"
"1769",1955,"Graduation","Single",72906,"None","None",79,400,32,519,71,75,54,1,3,4,9,1,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"1770",1976,"2n Cycle","Together",25176,"One","One",79,4,0,4,0,0,5,1,1,0,2,7,"No","No","No","No","No","No","No","GER",2013,"Aug","No"
"1771",1977,"Graduation","Together",96876,"None","None",79,908,43,735,40,194,21,1,7,7,9,2,"No","Yes","Yes","Yes","No","Yes","No","SP",2013,"Aug","Yes"
"1772",1979,"2n Cycle","Married",31086,"One","One",79,16,2,11,3,0,16,2,1,1,2,8,"Yes","No","No","No","No","No","No","GER",2013,"May","No"
"1773",1983,"Graduation","Single",24072,"One","None",79,9,1,6,3,0,4,1,1,0,2,8,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"1774",1954,"Graduation","Divorced",76773,"None","None",79,516,56,449,86,33,16,1,2,2,11,1,"No","No","No","No","No","No","No","SP",2013,"Feb","No"
"1775",1965,"Graduation","Married",72190,"None","None",79,597,166,597,172,166,249,1,5,6,4,3,"No","No","No","No","No","No","No","AUS",2013,"Feb","No"
"1776",1948,"PhD","Married",83837,"None","None",79,847,66,119,86,89,111,1,9,10,5,4,"No","Yes","No","Yes","No","Yes","No","IND",2012,"Dec","Yes"
"1777",1978,"Graduation","Married",17345,"One","None",79,4,9,16,17,0,12,2,2,1,2,8,"No","No","No","No","No","No","No","SP",2012,"Nov","No"
"1778",1958,"Master","Single",75154,"None","One",79,543,10,205,160,143,82,1,6,3,6,3,"No","No","No","No","No","Yes","No","US",2012,"Sep","No"
"1779",1961,"Basic","Married",28249,"None","None",80,1,9,7,2,14,10,1,2,0,3,6,"No","No","No","No","No","No","No","IND",2014,"Jun","No"
"1780",1961,"Basic","Married",28249,"None","None",80,1,9,7,2,14,10,1,2,0,3,6,"No","No","No","No","No","No","No","SP",2014,"Jun","No"
"1781",1980,"Master","Married",69661,"None","None",80,656,16,106,32,16,8,1,7,3,12,3,"No","No","No","No","No","No","No","IND",2014,"May","No"
"1782",1979,"PhD","Together",27922,"One","None",80,11,0,13,2,4,11,1,2,0,3,4,"No","No","No","No","No","No","No","SA",2014,"May","No"
"1783",1966,"Master","Together",45903,"None","One",80,33,8,10,2,10,3,2,2,1,3,4,"No","No","No","No","No","No","No","SA",2014,"Apr","No"
"1784",1977,"Master","Single",36273,"One","None",80,29,3,30,3,2,9,2,3,0,3,6,"No","No","No","No","No","No","No","SP",2014,"Apr","No"
"1785",1968,"Master","Married",70777,"None","One",80,554,35,113,0,7,78,3,5,3,12,3,"No","No","No","No","No","No","No","SP",2014,"Feb","No"
"1786",1976,"Graduation","Married",17148,"One","None",80,9,9,11,13,10,16,4,3,1,3,8,"No","No","No","No","No","No","No","CA",2014,"Jan","No"
"1787",1969,"Master","Together",66476,"None","One",80,742,28,152,25,9,57,2,6,8,10,4,"No","No","No","No","No","No","No","GER",2013,"Dec","No"
"1788",1979,"Master","Married",45057,"One","None",80,37,0,7,3,0,3,1,2,0,3,5,"No","No","No","No","No","No","No","US",2013,"Dec","No"
"1789",1968,"Graduation","Married",41120,"One","One",80,24,2,23,0,8,24,3,2,1,3,6,"No","No","No","No","No","No","No","SP",2013,"Nov","No"
"1790",1986,"Master","Single",19485,"Two","None",80,6,0,4,0,0,0,1,1,0,2,7,"No","No","No","No","No","No","No","IND",2013,"Sep","No"
"1791",1983,"PhD","Together",21840,"One","None",80,17,0,9,0,0,1,1,1,0,3,9,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"1792",1985,"2n Cycle","Single",41473,"One","None",80,21,8,20,15,3,9,1,2,0,3,7,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"1793",1956,"2n Cycle","Divorced",31395,"One","One",80,23,1,25,0,8,7,4,2,1,3,6,"No","No","No","No","No","No","No","SP",2013,"Mar","No"
"1794",1947,"PhD","Widow",68117,"None","One",80,618,44,215,0,17,36,2,11,8,4,6,"Yes","No","No","No","No","Yes","No","SP",2013,"Mar","No"
"1795",1975,"2n Cycle","Widow",47682,"None","One",80,162,61,83,97,57,61,4,4,3,8,5,"No","No","No","No","No","No","No","SP",2013,"Feb","No"
"1796",1972,"Master","Married",83151,"None","None",80,968,147,842,137,42,210,1,5,7,10,2,"Yes","No","Yes","Yes","No","Yes","No","SP",2013,"Feb","Yes"
"1797",1969,"PhD","Divorced",58086,"None","One",80,708,7,62,0,0,15,2,11,3,7,8,"No","No","No","No","No","No","No","SP",2013,"Jan","No"
"1798",1958,"PhD","Together",84460,"None","None",80,152,27,103,106,54,81,0,9,9,4,5,"No","Yes","Yes","Yes","Yes","Yes","No","SP",2013,"Jan","Yes"
"1799",1962,"Graduation","Single",66565,"None","One",80,747,10,161,65,40,42,4,4,2,9,8,"No","No","No","No","No","No","No","SP",2012,"Dec","No"
"1800",1969,"Graduation","Divorced",23910,"One","None",80,16,12,18,7,1,13,1,2,0,3,7,"No","No","No","No","No","No","No","SP",2012,"Oct","No"
"1801",1968,"Graduation","Single",35893,"One","One",80,158,0,23,0,0,18,6,3,1,5,8,"No","No","No","No","No","No","No","IND",2012,"Oct","No"
"1802",1973,"Graduation","Divorced",71128,"One","None",80,958,159,447,20,0,31,3,2,10,12,7,"No","No","No","No","No","No","No","US",2012,"Oct","No"
"1803",1989,"2n Cycle","Together",38683,"One","None",80,46,35,69,84,41,66,6,4,1,6,7,"No","No","No","No","No","No","No","IND",2012,"Oct","No"
"1804",1971,"Graduation","Married",37150,"One","None",80,167,37,64,49,34,116,8,4,3,6,7,"No","No","No","No","No","No","No","US",2012,"Sep","No"
"1805",1976,"Graduation","Married",61064,"None","One",80,387,126,342,0,45,180,5,8,4,11,6,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"1806",1976,"PhD","Married",51650,"None","One",81,152,3,22,2,5,7,1,4,1,4,5,"No","No","No","No","No","No","No","IND",2014,"May","No"
"1807",1956,"Master","Together",55249,"None","One",81,97,1,19,2,0,11,1,2,1,4,3,"No","No","No","No","No","No","No","SP",2014,"Apr","No"
"1808",1973,"PhD","Single",46854,"One","One",81,96,1,79,7,1,79,6,5,1,3,8,"Yes","No","No","No","No","Yes","No","IND",2014,"Mar","No"
"1809",1996,"Basic","Married",14421,"None","None",81,0,0,2,3,3,8,1,1,0,2,5,"Yes","No","No","No","No","No","No","SP",2014,"Feb","No"
"1810",1969,"PhD","Together",54132,"None","One",81,30,1,8,0,0,3,1,1,0,3,7,"No","No","No","No","No","No","No","GER",2014,"Feb","No"
"1811",1975,"Graduation","Divorced",153924,"None","None",81,1,1,1,1,1,1,0,0,0,0,0,"No","No","No","No","No","No","No","SP",2014,"Feb","No"
"1812",1978,"Graduation","Married",64813,"One","None",81,293,0,124,179,97,52,1,7,2,10,5,"No","No","No","No","No","No","No","SP",2014,"Jan","No"
"1813",1970,"Master","Married",61872,"None","One",81,330,5,159,36,27,16,4,4,4,9,4,"No","No","No","No","No","No","No","CA",2013,"Dec","No"
"1814",1979,"Graduation","Married",58025,"None","One",81,270,31,88,11,48,22,3,3,2,10,4,"No","No","No","No","No","No","No","IND",2013,"Nov","No"
"1815",1948,"Master","Married",83790,"None","None",81,1076,16,417,42,48,16,1,8,10,6,3,"No","Yes","Yes","No","No","No","No","SA",2013,"Nov","Yes"
"1816",1979,"Graduation","Together",34350,"One","None",81,16,3,15,2,1,11,1,1,0,3,7,"No","No","No","No","No","No","No","AUS",2013,"Oct","No"
"1817",1958,"PhD","Widow",33438,"One","One",81,62,1,16,3,2,6,4,2,1,4,5,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"1818",1986,"2n Cycle","Married",21955,"One","None",81,5,1,7,17,14,11,2,2,1,3,6,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"1819",1971,"PhD","Married",60491,"None","One",81,637,47,237,12,19,76,4,6,11,7,5,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"1820",1964,"PhD","Married",59304,"None","One",81,418,61,428,80,51,10,3,7,8,10,5,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"1821",1974,"Graduation","Married",34421,"One","None",81,3,3,7,6,2,9,1,1,0,2,7,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"1822",1974,"Graduation","Married",34421,"One","None",81,3,3,7,6,2,9,1,1,0,2,7,"No","No","No","No","No","No","No","SA",2013,"Jul","No"
"1823",1953,"PhD","Single",51411,"One","Two",81,14,0,3,0,0,1,1,0,0,3,5,"No","No","No","No","No","No","No","IND",2013,"May","No"
"1824",1958,"Graduation","Divorced",71964,"None","None",81,587,51,932,180,34,86,1,5,6,5,3,"No","No","No","No","No","No","No","SP",2013,"May","No"
"1825",1953,"PhD","Together",64504,"One","Two",81,986,36,168,16,0,108,7,11,3,4,7,"No","No","No","No","No","Yes","No","SP",2013,"Mar","No"
"1826",1961,"Graduation","Married",49678,"None","One",81,229,5,56,3,2,20,2,6,2,4,7,"No","No","No","No","No","No","No","SP",2013,"Feb","No"
"1827",1976,"Master","Single",60482,"None","One",81,255,43,134,37,14,24,1,7,2,7,7,"No","No","No","No","No","No","No","SA",2013,"Jan","No"
"1828",1972,"PhD","Single",55260,"None","One",81,825,8,53,11,0,242,2,8,10,5,6,"No","No","No","No","No","No","No","SA",2012,"Dec","No"
"1829",1969,"Master","Widow",67369,"None","One",81,1298,0,70,37,14,42,4,7,4,10,4,"No","Yes","Yes","No","No","Yes","No","SP",2012,"Nov","Yes"
"1830",1962,"Master","Together",47175,"One","One",81,167,2,44,6,2,19,7,4,2,4,8,"Yes","No","No","No","No","Yes","No","SA",2012,"Oct","No"
"1831",1967,"Graduation","Divorced",68743,"None","None",81,1132,134,384,175,134,115,1,11,5,13,7,"No","No","No","No","No","No","No","US",2012,"Aug","No"
"1832",1981,"PhD","Together",56937,"One","None",81,746,8,125,11,8,8,7,8,6,9,6,"No","Yes","No","No","No","Yes","No","SP",2012,"Aug","No"
"1833",1986,"Graduation","Together",83033,"One","None",82,812,99,431,237,149,33,1,11,4,10,5,"No","No","No","Yes","No","No","No","SA",2014,"May","Yes"
"1834",1976,"Graduation","Single",37697,"One","None",82,34,6,21,11,4,8,1,2,1,3,6,"No","No","No","No","No","No","No","IND",2014,"Feb","No"
"1835",1976,"Graduation","Single",37697,"One","None",82,34,6,21,11,4,8,1,2,1,3,6,"No","No","No","No","No","No","No","SP",2014,"Feb","No"
"1836",1951,"Graduation","Married",44689,"One","One",82,18,0,5,0,0,11,2,1,1,2,7,"Yes","No","No","No","No","No","No","SP",2014,"Jan","No"
"1837",1970,"2n Cycle","Married",23162,"One","One",82,8,3,9,19,4,22,3,1,1,3,6,"No","No","No","No","No","No","No","CA",2013,"Dec","No"
"1838",1959,"Graduation","Divorced",63033,"None","None",82,194,61,480,225,112,30,1,3,4,8,2,"No","No","No","No","No","No","No","US",2013,"Nov","No"
"1839",1967,"PhD","Single",40304,"One","None",82,37,0,17,0,0,3,1,2,0,3,7,"No","No","No","No","No","No","No","CA",2013,"Sep","No"
"1840",1984,"Graduation","Married",40059,"One","None",82,110,29,92,28,10,145,1,6,2,3,8,"Yes","No","No","No","No","No","No","US",2013,"Sep","No"
"1841",1954,"Graduation","Married",80067,"None","None",82,519,17,813,27,173,51,1,4,6,6,2,"No","No","Yes","No","No","No","No","IND",2013,"Sep","Yes"
"1842",1981,"PhD","Single",36038,"One","None",82,23,0,15,0,2,7,2,3,0,3,6,"No","No","No","No","No","No","No","SP",2013,"May","No"
"1843",1968,"Graduation","Together",40521,"One","One",82,12,0,5,0,0,4,1,0,1,2,5,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"1844",1956,"PhD","Married",66334,"None","One",82,909,11,218,0,0,23,2,9,3,5,5,"No","No","No","No","No","Yes","No","SP",2013,"Apr","No"
"1845",1984,"Graduation","Single",11012,"One","None",82,24,3,26,7,1,23,3,3,1,2,9,"Yes","No","No","No","No","No","No","IND",2013,"Mar","No"
"1846",1976,"Graduation","Divorced",31615,"One","None",82,2,3,20,6,11,9,2,2,0,3,7,"No","No","No","No","No","No","No","SP",2013,"Mar","No"
"1847",1949,"PhD","Married",69098,"None","None",82,1315,22,780,145,0,178,1,7,8,9,5,"No","No","No","No","No","No","No","SP",2013,"Feb","No"
"1848",1951,"Graduation","Widow",70792,"None","None",82,344,45,654,104,11,114,2,3,4,10,3,"No","No","No","No","No","No","No","SP",2013,"Feb","No"
"1849",1979,"Graduation","Married",17688,"One","None",82,2,2,1,3,1,2,1,1,0,2,8,"No","No","No","No","No","No","Yes","SP",2013,"Jan","No"
"1850",1989,"Basic","Married",25443,"One","None",82,1,4,3,8,9,7,1,1,0,3,8,"No","No","No","No","No","No","No","SA",2012,"Dec","No"
"1851",1972,"PhD","Married",57091,"None","One",82,462,0,24,6,0,4,2,9,2,5,7,"No","Yes","No","No","No","Yes","No","SP",2012,"Nov","No"
"1852",1981,"2n Cycle","Single",24336,"One","None",82,1,6,2,8,2,12,1,1,0,2,7,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"1853",1981,"2n Cycle","Married",51111,"One","One",83,22,0,19,6,5,3,2,2,0,3,6,"No","No","No","No","No","No","No","SA",2014,"Jun","No"
"1854",1972,"Graduation","Single",44503,"One","One",83,31,1,8,0,0,8,2,2,0,3,6,"No","No","No","No","No","No","No","SP",2014,"Apr","No"
"1855",1971,"Master","Married",56850,"None","One",83,34,1,19,2,7,0,1,1,1,3,2,"No","No","No","No","No","No","No","CA",2014,"Mar","No"
"1856",1969,"PhD","Single",66582,"None","None",83,789,25,420,16,38,0,1,2,8,9,1,"No","No","No","No","No","No","No","SP",2014,"Mar","No"
"1857",1985,"2n Cycle","Married",23148,"None","None",83,4,6,8,6,3,10,1,2,0,3,7,"No","No","No","No","No","No","No","SP",2014,"Feb","No"
"1858",1964,"Graduation","Married",82224,"None","None",83,307,26,360,138,31,40,1,6,9,5,3,"No","No","No","Yes","No","No","No","GER",2014,"Jan","Yes"
"1859",1974,"PhD","Married",61917,"One","One",83,46,4,36,2,2,1,1,2,0,4,5,"No","No","No","No","No","No","No","SP",2013,"Nov","No"
"1860",1966,"Graduation","Together",43482,"Two","One",83,18,1,32,6,3,28,3,2,0,4,6,"No","No","No","No","No","No","No","IND",2013,"Nov","No"
"1861",1979,"Graduation","Divorced",68274,"One","One",83,135,25,51,23,25,46,2,4,2,5,3,"No","No","No","No","No","No","No","SA",2013,"Sep","No"
"1862",1974,"Graduation","Single",42373,"One","One",83,67,5,61,3,8,19,5,2,1,5,5,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"1863",1979,"Graduation","Single",57537,"One","None",83,191,56,139,51,8,100,4,4,3,8,4,"No","No","No","No","No","No","No","AUS",2013,"Jun","No"
"1864",1958,"PhD","Widow",80995,"None","One",83,860,28,409,73,56,56,1,8,9,4,4,"No","No","No","No","No","No","No","CA",2013,"May","No"
"1865",1976,"Graduation","Divorced",30992,"One","None",83,17,0,14,7,3,2,1,1,0,3,7,"No","No","No","No","No","No","No","CA",2013,"Apr","No"
"1866",1976,"Graduation","Divorced",30992,"One","None",83,17,0,14,7,3,2,1,1,0,3,7,"No","No","No","No","No","No","No","CA",2013,"Apr","No"
"1867",1971,"PhD","Together",78642,"None","One",83,1396,0,322,46,35,17,1,4,9,4,6,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"1868",1955,"Graduation","Married",74268,"None","None",83,199,66,315,97,174,41,1,4,3,5,2,"No","No","No","No","No","No","No","SA",2013,"Feb","No"
"1869",1962,"Graduation","Together",75072,"None","One",83,583,34,309,0,22,125,2,5,4,8,3,"No","No","No","No","No","No","No","SP",2013,"Jan","No"
"1870",1963,"Graduation","Together",56253,"None","One",83,509,0,65,7,11,5,4,7,2,9,6,"No","No","No","No","No","No","No","SP",2012,"Dec","No"
"1871",1955,"Graduation","Together",59925,"None","One",83,473,21,176,19,21,56,3,9,2,9,6,"No","No","No","No","No","No","No","SP",2012,"Nov","No"
"1872",1960,"Graduation","Together",62807,"None","One",83,526,28,135,10,21,99,3,5,3,12,5,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"1873",1960,"Graduation","Together",62807,"None","One",83,526,28,135,10,21,99,3,5,3,12,5,"No","No","No","No","No","No","No","CA",2012,"Aug","No"
"1874",1970,"PhD","Married",23626,"One","None",84,27,2,14,0,0,0,3,3,1,3,5,"No","No","No","No","No","No","No","GER",2014,"May","No"
"1875",1976,"Master","Together",46106,"One","One",84,30,0,8,2,0,14,1,1,1,2,6,"No","No","No","No","No","No","No","SA",2014,"May","No"
"1876",1965,"Graduation","Married",81168,"None","None",84,410,0,592,147,22,22,1,6,4,7,3,"No","No","No","Yes","No","No","No","SP",2014,"May","Yes"
"1877",1979,"Graduation","Married",27244,"One","None",84,6,5,17,3,24,46,2,2,2,2,7,"No","No","No","No","No","No","No","SP",2014,"Mar","No"
"1878",1957,"Graduation","Together",26091,"One","One",84,15,10,19,8,17,20,3,2,1,3,5,"No","No","No","No","No","No","No","IND",2014,"Feb","No"
"1879",1957,"Graduation","Together",26091,"One","One",84,15,10,19,8,17,20,3,2,1,3,5,"No","No","No","No","No","No","No","SP",2014,"Feb","No"
"1880",1969,"Master","Married",43142,"One","One",84,5,1,7,2,1,4,1,1,0,2,7,"No","No","No","No","No","No","No","AUS",2014,"Feb","No"
"1881",1971,"Graduation","Together",38232,"One","One",84,43,5,28,7,6,33,4,3,1,3,5,"No","No","No","No","No","No","No","SP",2014,"Jan","No"
"1882",1985,"Graduation","Married",92533,"None","None",84,693,21,118,110,147,42,1,6,5,11,2,"No","No","Yes","Yes","No","No","No","GER",2013,"Dec","Yes"
"1883",1945,"Graduation","Widow",63285,"None","None",84,508,124,249,50,38,134,1,6,5,13,3,"No","No","No","No","No","No","No","SP",2013,"Nov","No"
"1884",1955,"Graduation","Together",38946,"None","One",84,116,6,82,6,6,41,2,3,1,6,5,"No","No","No","No","No","No","No","US",2013,"Oct","No"
"1885",1955,"Graduation","Together",38946,"None","One",84,116,6,82,6,6,41,2,3,1,6,5,"No","No","No","No","No","No","No","CA",2013,"Oct","No"
"1886",1975,"PhD","Married",40233,"None","One",84,80,4,46,0,17,2,5,2,1,5,6,"No","No","No","No","No","No","No","SA",2013,"Oct","No"
"1887",1969,"2n Cycle","Married",46831,"One","One",84,22,2,10,6,4,34,2,1,2,2,4,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"1888",1987,"Graduation","Together",67605,"None","None",84,336,28,282,184,54,54,1,2,8,6,1,"No","No","No","No","No","No","No","SP",2013,"Mar","No"
"1889",1976,"Master","Single",70379,"None","One",84,553,25,142,65,67,8,3,6,3,13,4,"No","No","No","No","No","No","No","CA",2013,"Mar","No"
"1890",1957,"2n Cycle","Divorced",77297,"None","None",84,408,61,109,48,122,41,1,5,7,9,4,"No","No","No","Yes","No","No","No","SP",2013,"Jan","Yes"
"1891",1962,"Graduation","Married",55759,"None","One",84,675,0,85,10,7,77,5,10,3,8,8,"No","No","No","No","No","No","No","CA",2012,"Nov","No"
"1892",1951,"Master","Single",58217,"Two","One",84,68,1,13,3,5,13,1,2,0,4,6,"No","No","No","No","No","No","No","SP",2012,"Nov","No"
"1893",1976,"Graduation","Together",51369,"None","One",84,297,7,79,0,11,182,2,8,2,4,8,"No","No","No","No","No","No","No","SA",2012,"Oct","No"
"1894",1976,"Graduation","Together",51369,"None","One",84,297,7,79,0,11,182,2,8,2,4,8,"No","No","No","No","No","No","No","SA",2012,"Oct","No"
"1895",1956,"Graduation","Single",91249,"None","None",84,1324,27,119,71,108,27,0,7,9,6,4,"No","Yes","Yes","Yes","Yes","Yes","No","SP",2012,"Oct","Yes"
"1896",1978,"2n Cycle","Together",52513,"None","None",84,367,17,241,104,188,232,2,9,5,9,7,"No","No","No","No","No","No","No","SP",2012,"Sep","No"
"1897",1970,"Master","Married",44159,"One","None",85,167,2,62,24,13,7,4,4,1,6,5,"No","No","No","No","No","No","No","SA",2014,"Jun","No"
"1898",1962,"Graduation","Together",76081,"None","None",85,292,30,415,63,33,200,1,4,5,4,2,"No","No","No","Yes","No","No","No","SP",2014,"May","Yes"
"1899",1962,"Graduation","Together",76081,"None","None",85,292,30,415,63,33,200,1,4,5,4,2,"No","No","No","Yes","No","No","No","IND",2014,"May","Yes"
"1900",1974,"Graduation","Divorced",39996,"One","One",85,11,0,3,0,0,1,1,1,0,2,6,"No","No","No","No","No","No","No","AUS",2014,"May","No"
"1901",1973,"PhD","Together",55012,"None","One",85,582,0,65,0,0,13,6,8,2,9,5,"No","No","No","No","No","No","No","SP",2014,"Mar","No"
"1902",1947,"Graduation","Single",77457,"None","None",85,675,11,400,15,45,11,1,2,5,10,1,"No","No","Yes","No","No","No","No","SA",2014,"Mar","Yes"
"1903",1963,"Graduation","Single",80695,"None","None",85,557,129,984,193,37,18,1,5,8,5,2,"No","No","No","No","No","No","No","US",2013,"Dec","No"
"1904",1956,"Graduation","Married",71866,"None","One",85,184,178,178,103,39,33,1,6,3,10,3,"No","No","No","No","No","No","No","AUS",2013,"Dec","No"
"1905",1982,"Master","Together",73450,"None","None",85,1142,51,415,90,69,37,1,7,8,11,3,"Yes","No","No","Yes","No","No","No","SP",2013,"Dec","Yes"
"1906",1944,"PhD","Divorced",55614,"None","None",85,504,13,131,8,0,26,1,9,4,6,7,"No","Yes","No","No","No","No","No","SP",2013,"Nov","No"
"1907",1949,"PhD","Married",156924,"None","None",85,2,1,2,1,1,1,0,0,0,0,0,"No","No","No","No","No","No","No","CA",2013,"Aug","No"
"1908",1967,"2n Cycle","Together",30753,"One","One",85,12,5,25,0,9,30,2,1,1,3,5,"No","No","No","No","No","No","No","CA",2013,"Jul","No"
"1909",1956,"Master","Together",54603,"One","One",85,145,13,46,17,2,4,6,4,2,4,7,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"1910",1975,"Graduation","Together",22280,"One","None",85,2,1,4,3,1,2,1,1,0,2,8,"No","No","No","No","No","No","No","SP",2013,"May","No"
"1911",1951,"Master","Together",59385,"One","One",85,135,0,10,0,4,36,2,3,1,4,5,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"1912",1955,"Graduation","Married",76998,"None","One",85,1449,89,161,69,35,107,2,11,8,8,6,"No","No","Yes","No","No","No","No","CA",2013,"Jan","Yes"
"1913",1971,"Master","Together",80573,"None","None",85,829,138,430,60,92,15,1,4,6,13,2,"No","No","No","No","No","No","No","SA",2012,"Oct","No"
"1914",1971,"Master","Together",80573,"None","None",85,829,138,430,60,92,15,1,4,6,13,2,"No","No","No","No","No","No","No","SP",2012,"Oct","No"
"1915",1982,"Graduation","Married",24711,"None","None",86,10,7,25,6,3,7,1,3,0,3,7,"No","No","No","No","No","No","No","SP",2014,"Apr","No"
"1916",1959,"PhD","Married",38829,"None","One",86,76,0,7,0,0,16,1,3,2,2,5,"No","No","No","No","No","No","No","GER",2014,"Apr","No"
"1917",1974,"PhD","Single",71466,"None","None",86,412,12,546,78,182,0,1,4,4,10,1,"No","No","No","No","No","No","No","CA",2014,"Apr","No"
"1918",1956,"Master","Together",28839,"One","One",86,24,0,7,0,0,1,2,2,0,3,5,"No","No","No","No","No","No","No","SP",2014,"Mar","No"
